feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
0.09960114373231632,0.5765164984637682,0.6849209037292278,0.8954568600805406,0.34208530368778245,0.21225645157456108,0.40460904079369997,0.21933352147848684,0.35908347810145524,0.654798657439116,0
0.87368301939488,0.5708797074310312,0.4981025035079587,0.6338770991671192,0.91039393313418,0.8990391463387822,0.10476040812418375,0.5845838814696888,0.008197062628752083,0.6888019619161437,0
0.09102157834014046,0.2439847750686439,0.2832768035508517,0.773204099401538,0.753110837793487,0.9865365032519144,0.8920754857276243,0.8987942964150203,0.6790925595554986,0.144891447690633,1
0.4748587299814737,0.6434563290427661,0.5072645124560619,0.4718385050739372,0.3618864905522333,0.07287306634086399,0.9069669444157554,0.2867206325493301,0.9643104630039894,0.007342190227994427,1
0.7904704474074699,0.7326385156497917,0.4667820824918344,0.21717626929693268,0.8577374785067883,0.8052894385130678,0.5145588489350291,0.7174954017356353,0.2885514646257882,0.5064167791125802,0
0.9291856215629698,0.7324120311622604,0.2914168454648788,0.1496137566290009,0.10043803734178747,0.0822378678781317,0.024616241515110215,0.6522797280289865,0.38734064343526187,0.04050894623507706,1
0.021697878470615994,0.9375676985554908,0.47120864346615654,0.8567234781921869,0.012929875445715666,0.09310768864388175,0.08849338329228618,0.2770634821375533,0.9317937861507942,0.9138397255370292,0
0.659806526855725,0.6208626236061756,0.8314570059077887,0.4398601981205431,0.3799787939735805,0.7710903186557123,0.09468660907508475,0.06523633167510245,0.1434302501407121,0.21228595784934023,1
0.9661142432788142,0.23211859933952328,0.2506993695819991,0.6897953262435448,0.15958536301742388,0.4799421354743364,0.18767402363676577,0.8035510457364804,0.6543972520759425,0.39562975500459974,1
0.8409208668464259,0.6567047590638703,0.687168966939571,0.7826580872660907,0.27862990562782974,0.8014074246808762,0.07141949171196538,0.41463456664826326,0.8605581045859684,0.8912555588482945,0
0.6012705985479591,0.9478370295896396,0.09758232159403846,0.40230213628503064,0.17536003498935615,0.8525112474164478,0.7570609992374555,0.724501693597905,0.16907881557910887,0.27199928926184525,1
0.6460520927499095,0.8946100313510305,0.08902642336527344,0.2285512310873512,0.22539526613595207,0.7002788794245475,0.7647479386320905,0.8248085617684205,0.34866249377079805,0.5741599707739825,0
0.22060515108770884,0.9294178535207294,0.028106062120816455,0.7800055083959859,0.9287734424375774,0.23062295882688155,0.3338680706718834,0.661935823098805,0.07040647730596439,0.5058382717773042,1
0.005973731874951982,0.3525845614691343,0.8350998425733229,0.554420520246307,0.841138139779164,0.5560101899469648,0.2608970784724747,0.4097378778493326,0.9146624631545746,0.4623051584832115,1
0.41418827836254946,0.7297711870846753,0.9739516030982854,0.5162193350920243,0.5717503328868941,0.05522897350631151,0.136320036152779,0.48918821755287967,0.9940640537377422,0.07663902790972088,0
0.05716126648988207,0.7948063162715735,0.03109788496057142,0.7591441829225004,0.7917099322315846,0.8026904467280254,0.5371851094243608,0.9249068469278837,0.284031951376545,0.30662183094142037,0
0.6668544983623765,0.5690832122248192,0.5057611868097497,0.37913029370558926,0.7485697178413918,0.017552390571276666,0.8430074020149259,0.7546547208009766,0.23880974453053472,0.8237039732861067,0
0.05891317493618076,0.19720687276072013,0.4387060814637356,0.7463736478115767,0.6419678435254509,0.6721618026646352,0.2435918539530192,0.5026017620527344,0.3161284326572349,0.1660836242039473,1
0.04116272510660157,0.06644124063590295,0.8573772729058396,0.4031782440539212,0.31386338623718724,0.5296341977981972,0.7553915498904461,0.2887132290287736,0.517014288322619,0.0710073004111057,1
0.6482930917240627,0.9873805488210665,0.2870503144496176,0.597764298215072,0.7592848299874208,0.5413789666824252,0.3765129300293725,0.77160381791974,0.37980627771347275,0.05685950448479149,0
0.8831344658357063,0.6933712267679752,0.9602482016635157,0.5306909398732078,0.3759430724963212,0.20350973804514827,0.0041921195716160264,0.8292935565004786,0.3575041274832377,0.36188946388381604,1
0.28503875586719996,0.9405839861976512,0.23884898250212716,0.9623899228334862,0.33854291034094797,0.2913279692943205,0.15725075796479726,0.9543524170639923,0.778678958798096,0.45215832331654315,1
0.08543322344070858,0.6138168881630576,0.9460261966219508,0.23903511852039072,0.5897834422380793,0.8233408317576826,0.8217261262007255,0.07576180719631997,0.6279173897336148,0.14146896874312043,1
0.1990073293403194,0.39087745079994773,0.9529439720050369,0.05700862902873438,0.6102079809332752,0.4668051495979153,0.9515136616306099,0.8893415218624093,0.6253511683043319,0.41076336645647127,1
0.4467789383747396,0.9010087556842887,0.955915472211641,0.7282123890960635,0.07816505320466682,0.4959045515542214,0.38548604756909854,0.6578887327794496,0.020299126504833676,0.8230092178057472,0
0.3097507349429457,0.5031490600362,0.5580144950012832,0.5237001265903158,0.9998962813708235,0.4804091111793317,0.29340010486647694,0.818619217642409,0.23664303547588061,0.6971774976870203,1
0.0091289834956928,0.015348628642835371,0.7831587721711192,0.00584374609312055,0.040035905969117325,0.13571019185776434,0.7783117051928786,0.43596818777268276,0.7622971536102053,0.3630919670113125,1
0.5578798886582499,0.42309028253452363,0.6546869227426955,0.2800241854846717,0.8168842239465562,0.10995680363331473,0.7821316294243527,0.4021393196734212,0.7701162659674327,0.07435571175326461,0
0.8237716764431956,0.11745417837727834,0.10308567808588787,0.9289337130926755,0.7541165898669985,0.6998978325818858,0.15340829220660257,0.9625454930208636,0.10136468103351504,0.3477063160688567,1
0.9891455187306176,0.20189977007855264,0.9879155715495075,0.7378702145395963,0.5977050783795189,0.25166627685729037,0.7699369310751192,0.7764445724929353,0.3207244309290188,0.5047627062047283,0
0.2044800448714882,0.9156733050387794,0.9021349740808933,0.549390522018118,0.1494877965959942,0.7502616903548386,0.7309241809058128,0.7645963014268152,0.026255598518454826,0.5304441548446066,0
0.43234601382486215,0.18365909842850325,0.7405505111136956,0.6387302096355497,0.3050206866603975,0.05143405943905199,0.9658890149658986,0.231399429178744,0.8611013954556191,0.6530261700064053,0
0.18777324430206088,0.4677013631587619,0.22074526931877725,0.6591696149591106,0.7651077404942388,0.1230092460453146,0.22108936403928325,0.9542837653495811,0.786919398582812,0.03760129556152503,1
0.4570929150910974,0.7633820641458853,0.45709706819608553,0.0008069045921549334,0.7236693389534,0.8726514613354446,0.5138541302689922,0.10370135122608659,0.8990661389812407,0.8606211533945489,0
0.047204529481419955,0.7630667393880995,0.47467557256865156,0.8056904201235048,0.9562503731394186,0.4225825389343436,0.2621040391387274,0.5880157802046377,0.20223908540087898,0.21761067398373624,1
0.3394022397405929,0.12534894379000927,0.015837864999531104,0.7373881610572337,0.6600764341635712,0.4026674449355109,0.05708350895745018,0.3686676020684345,0.541661261163156,0.9203839104735914,1
0.5164537346420865,0.7221764756726714,0.8530652131317757,0.6592573487407309,0.6773012800488948,0.6414470880379255,0.07485187295734996,0.8249084797407724,0.24495523486782889,0.6266452354291759,0
0.9446677125206351,0.3968572053442382,0.8985236390523645,0.7096608676972294,0.6096235493840588,0.8089746517629283,0.02066749323318351,0.9363630928433483,0.2806347054996807,0.47779380726407017,1
0.11544937528209676,0.8178249921542542,0.6744894303793181,0.9477648124886846,0.13914920253642216,0.39589780080117887,0.8995714562478216,0.0830390655156279,0.2587936968387239,0.8670893002801572,0
0.7106207564860967,0.3245495215362294,0.8540698422121235,0.6093025333543542,0.7202684949668475,0.608374909494224,0.12984101354744637,0.08032731369598267,0.38932099479605065,0.2876084258558669,0
0.5708232029802957,0.40062758852642144,0.5448712699387507,0.5750411925302832,0.836054214056049,0.16440457764809568,0.05501476358491686,0.5940917166280653,0.6122250945669687,0.9446663488589055,0
0.25356460859843644,0.5952652752166278,0.3188916766861686,0.23437052277179304,0.5798343891306144,0.2796336115671557,0.20777180716860144,0.7606262014867338,0.04446349656281712,0.3536221545735089,0
0.8467309631667049,0.07942808878140906,0.817102160935443,0.43805913764266236,0.9948655302330202,0.9044205810340625,0.33937348322111216,0.4713847972792352,0.838327802215419,0.04946620680506231,1
0.47612236229455596,0.8637330803882254,0.46101867364743176,0.6924787087946427,0.38645274469204904,0.6062936044348078,0.39616205316473785,0.15957666099866952,0.027335160409825532,0.994430880856441,1
0.4165132650000317,0.4124549177891982,0.2907345157756124,0.4232791429934615,0.6304465060610658,0.47420449278188714,0.5480649059789222,0.5059685167141484,0.0014126796558422416,0.5755286964507672,0
0.36995640955227005,0.3522494022485003,0.024378223300491664,0.4157335364589968,0.4071341799192646,0.8955914447548604,0.007029098058140115,0.5128146361487069,0.9399755795080532,0.8199908761790907,0
0.9699382126778096,0.8759025066548739,0.6418726375761539,0.10448663286795046,0.5287769410266765,0.8337365228210161,0.6103640121202847,0.6195147436195017,0.9228325254292384,0.052319136821173395,1
0.26054724948287955,0.9623154465156827,0.5013910832248872,0.3417908662180119,0.821705369858568,0.5509499804884922,0.8403473350761578,0.4375724189065867,0.5113340554729826,0.09131462489111875,1
0.591685397890103,0.13038111275636766,0.6190542841204851,0.6416665964585455,0.5208412624740925,0.668942969958757,0.7554390683200177,0.6186373345920378,0.08151685474530723,0.5427143049722297,0
0.9452784055599162,0.7129261668948031,0.2461629234421635,0.7977359739792529,0.8383307839283186,0.12275356445733865,0.33636885446647113,0.6774686861869331,0.16568289774818679,0.6650291016240599,0
0.32726249220650105,0.47537718733817946,0.80305799157482,0.9557016000340366,0.9887744974460161,0.14823762416370045,0.7756265816443872,0.07353655646829949,0.7625999818815925,0.21265961794355248,1
0.8564171645834812,0.401044171403398,0.5770196682111888,0.7411713741378289,0.5607294517014306,0.1376893618967825,0.3269689044766658,0.43443354846212956,0.058079673792819864,0.3653575599758664,1
0.572348146133414,0.6762931898689152,0.45391859304217497,0.5283930943845333,0.6331681456318837,0.3530532807132577,0.9657329403156275,0.6038556166781246,0.7335520514260113,0.7226044206843542,1
0.5723140405594586,0.5553929669486318,0.658873590594327,0.2316083938919239,0.8517544027240731,0.21568946326315475,0.6411148892805837,0.28536875365363545,0.28393655519191996,0.3766595912100019,1
0.6414531044322228,0.4816614044300995,0.49881547913621394,0.9258740147798667,0.4298917992538346,0.5582106173224959,0.2211895895506386,0.8308495902974187,0.1720459776421306,0.9439346105376919,1
0.38319816221537306,0.0924712315714421,0.5408196740231934,0.24167013405843352,0.2748661462650901,0.24816385211864767,0.03718514395925232,0.7262868296651949,0.3103562725527429,0.5633643740045878,1
0.33279542942351015,0.2550421470391736,0.9471840792092434,0.7861455158293272,0.7011889958240467,0.8401927701136226,0.36656063439239794,0.900862377853958,0.9162023969704948,0.16346369979137088,0
0.43046822984720756,0.5132446474755195,0.3611000409835814,0.15920886377105148,0.4949675266497129,0.7232390939110069,0.776930850826022,0.9131422436274439,0.42585401187235716,0.2726080569940278,1
0.2112850896812548,0.8301005203875904,0.807820142222668,0.8672238897876257,0.6088845312213804,0.5212541844314247,0.7031365676050125,0.16598531439364028,0.3361272337320784,0.5892783227246341,1
0.15114863206434248,0.02480531681882936,0.6067497615093376,0.2953147617132881,0.08350686667347551,0.07950773676525402,0.17410356215400713,0.16124798106936733,0.5254028600646357,0.810405221173968,1
0.21721134456041014,0.9483126030896137,0.3787925372130657,0.44775326677991156,0.5623312455365774,0.9592592612898974,0.8391795017923516,0.013278219251110168,0.24481486264095964,0.8900450380631876,1
0.9255277981375607,0.3435255357771154,0.2755013402095843,0.7316616211979136,0.9953754587993245,0.25363628355031465,0.5792733755265973,0.16186854594974798,0.8798575086588237,0.8281061687718021,0
0.4718813505616538,0.9252907151170102,0.8979662825158409,0.4180947163004818,0.2761338193971341,0.7016000815648828,0.47446130743010373,0.21291326716312764,0.5286815894500259,0.5328243824352231,0
0.48027983228910776,0.3331905061323205,0.5323013185296638,0.16005473962065608,0.705691103035898,0.8107019730687703,0.8625920082079871,0.827499944079818,0.6239637982091616,0.3238187817271728,0
0.5065506769493836,0.6527345199691013,0.44065484696629187,0.5730281262305739,0.6185227940556083,0.09873203301651157,0.5621396884319108,0.3318484190594826,0.3710528789344989,0.4723463151134184,1
0.2853613481619677,0.05414027903096241,0.609542476770286,0.4367471846583447,0.897189533444189,0.3220233485460272,0.9020299780141003,0.5297085177442062,0.24888625592380853,0.7800866769692912,0
0.5138889137743741,0.7964551209997948,0.6210039985772016,0.5002179131157003,0.82058932000017,0.043848491778434084,0.47368297404377435,0.24616124464936484,0.6904996869928047,0.11008635179544835,0
