Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Label
-0.809374041433629,-0.882864129023039,1.5780994952763021,0.761484161267957,-1.6376652824668394,1.0361551963122846,1.5763840171081824,-1.206882698829953,1.5559262481139506,-0.4540555871534684,-0.8018084727798196,-0.8450589825805088,5.14843975800803,1.0386033081292296,2.7302673300734464,2.5932998242994483,5.284563037768241,3.493234078221997,1.8785261261907051,-1.8345710740005128,0
0.16917518813531363,0.9322773529407853,-1.3994506945114589,-1.7529905967442572,-1.806330184258492,1.409949292497699,-1.0451928362708607,1.2421208443170022,0.3724673078032873,-1.175429319584532,1.8998204208791312,-1.7785911412920183,1.9291691796154082,-0.7832565684968362,0.5776613158564665,3.620481015813218,3.2858943381116186,1.539267358817264,0.13063148412241288,-0.08915203264044551,0
-2.5466625361695163,-1.1625454912093307,-0.2805325391430685,1.7900118032311063,0.18700426917532065,-0.610547201105607,0.40744273694669464,0.9366070988373683,2.42108965015878,0.9789021986113415,-0.09717591667741088,-1.864150773775018,2.31355580547564,3.801574605170572,1.9347417544398873,0.5022055502504625,-0.18123167788750005,2.934269515493267,1.2635160924662396,-0.09214749944259801,0
2.040058823517809,-1.2469961860985914,-0.40550624983915173,-0.03269818462257579,-0.5393415634440416,3.432472942033016,-1.6786360847705224,-5.764471119269665,-1.228368852609865,1.8051039124687605,2.158400017799548,2.209155288594057,4.111786072003142,0.9606855640644552,-2.602915302050909,2.9021215076229776,4.82677412047942,-4.175632331081319,1.32399108904383,0.8507288749117851,0
3.778918092904224,1.8187360439240092,-2.3008090608211065,5.295264424382956,0.28366205847416903,0.5312656018482041,0.6338372725223551,-9.964915898548796,1.4395833081431575,1.7189976698916196,-0.39768943545979063,-1.1753775210920958,3.363988091307236,-3.261921539959766,-0.0011705958256194027,-2.4929831681749084,2.8701245935209014,-0.4339497969717101,0.9349600788608236,0.2206418451871331,0
-0.05575007953455968,3.0031053536099197,-1.0564057198749652,-0.7744592071359768,1.9670530941138136,3.0181726107270688,-1.7795286500753746,4.5124084826343855,-2.0751137811115252,0.34865593201165146,2.598357745893094,-4.75456657635916,1.4677405344044248,-2.013145726773623,-5.3913492934912135,2.6922214727745906,2.3308310654375464,1.9692891866381705,2.4384619962627396,-0.7861210387112602,0
-0.7122480944455287,3.466945348495791,0.2151361267748222,-0.43558195002955613,-0.08082230388762263,1.182200442660871,2.048788010759967,3.695865902548295,-2.6112125487221407,0.05410589559961976,3.812728167812841,-0.16279354804788013,-1.1501414185952459,-1.054518865982471,-1.3263263235929021,4.847652970547664,3.09312431409929,-0.8383759761464371,-2.948445383779419,0.5485452187833902,0
-1.671164719164921,0.8877960582847753,0.486550554806082,-1.3773626289390526,-0.03429236849845573,-0.6561943512622415,2.252224663760237,-0.9604590477234769,0.019960241749457874,0.7513207622204743,-0.6006649699747704,-4.24818122546932,2.1331718564964075,-2.0858452485201737,0.780892094280496,-4.184873434252865,-3.396435821359147,2.1728943220640615,5.061670997928354,1.2730692040535292,1
1.3975749472594408,1.5970137282664891,0.9130853856749523,2.0941621458914437,0.765414044619791,-0.5519782694316036,-1.2267286317680994,-4.07914595251402,4.047900760167373,3.290826855842114,2.2300575070784063,-7.121778956273925,-4.054415980003175,3.2277745715337502,-0.180336743248116,0.16385306810954525,-3.296522511451549,-0.9508225750566379,-0.877354363214814,0.20253470097554646,0
-1.2196183934396594,2.272326548655136,1.7347497362593893,2.653367099744055,-0.17913102478293827,1.572327467087581,-1.2906769855527027,6.830110126586601,1.757858839838276,-1.3848743063747748,2.684588363864629,-4.813927735437608,-1.1794108977470117,0.8630924605959728,-2.690405871198574,1.3514008751564384,-0.8316395258392173,4.8078972277888425,-0.253689420801402,-1.7879178392156785,0
-5.249160018631573,-1.4136728566974393,-1.3847614607759415,-4.278069926137789,0.4297297722936854,-5.937571299799882,2.795762232793209,9.698438425488893,-1.4056277627385354,-1.5043540127314197,-1.801700271994945,4.892866377458658,-0.49082096728011815,0.3874966124559206,3.4395157037690094,-1.3515534445578608,-3.199449160689257,2.4445496045885324,-3.472391825883979,-0.7609660661862216,0
-3.204737048334916,2.6435983623111223,-4.235041686504093,1.6469742521565145,0.8107839874216809,1.6095265443493725,-4.827743666088262,-0.5023476010999001,1.150513826443197,1.344793237036674,-0.9876198927725155,-3.5208685702809968,0.8890729159056937,0.08488676568842068,-2.3407574014877817,2.3840181038539177,-1.3119047485738498,0.9958447997821104,3.672089141630575,-0.1978871093739515,0
-6.069184153049162,1.3914883761535028,-5.760596052130769,-0.3045980387419047,-0.7420329175479582,3.0513660386751886,-1.9929408119749668,1.5776791465542521,2.1975167476670148,3.2893929241149853,2.2986631690293438,-1.1412472738943806,3.6409267840452717,2.7084393831905764,-2.4121540811504945,3.6953533114476587,-0.5342900492757636,-1.0104552495409775,3.429593592552513,-1.0915583192299405,0
-1.2904508008923363,2.1636838024969527,-1.2425853450051776,-0.8349101136224968,-0.45253292754135116,1.1548711129113136,3.9239179753951423,2.8578627041998192,1.8705351585831034,-2.658566600453175,1.5908423721636242,3.5814316108020896,-2.374560950316268,2.6821214904657227,0.11296762416840345,1.4952082549661856,2.308425193634206,-5.143181766380088,3.4586938837062418,-0.8518356016685197,0
0.9247703834946148,0.11783377154255092,-1.2706081812494023,2.6060835741802375,-0.28041011548996997,2.005377902605907,-2.5526734904819137,-7.172966200944256,-0.33798248470944103,3.62102949802739,-0.07868206727323557,-8.342679205591427,3.6992080873103452,-2.275624772306271,-2.9286100850304884,1.4792351497092016,4.119460212325642,1.5678665188595309,5.369799379585548,-0.21109306410506098,1
-0.1384887425826412,2.2090396420309926,-1.1732894384650112,-1.360986943116012,0.9064665565451068,5.663560399085994,-0.7213499015774829,6.262076560329421,2.3790039062396424,0.7302156901234192,1.8363927747761792,-6.277869036873621,1.2329010965304068,3.2846386923619177,-5.550796609440182,1.6729096811297497,0.06759667395476454,1.7546034528896208,6.098993810634748,-1.7743973130161534,0
-2.6964923107942003,-1.2476940715232416,-0.7888169526958128,-5.270285201924469,-0.22129144326486563,-1.6893702689563708,2.2219655022991325,2.984402938203475,1.4681337680489182,3.518091986112541,-2.6222117185624385,-4.557607611541567,-2.781566205058033,-0.8093485028436114,1.814369989596294,1.3894621308844992,0.8727414323593679,1.27251566844552,-0.6626973330319266,0.8528909422765327,0
-3.7695874719172,-1.8081073644881736,-0.839143179292154,1.4498019715476405,-0.7031843098110331,0.7013264508551551,-0.6279575589353932,3.856978576441689,-0.4537974488790857,1.3240610028865085,0.3415946279054384,2.075275985487397,1.4136654213433677,3.7278145176808226,-2.354239602528918,3.0429726287122043,1.3920844921881181,-0.3109049964702648,0.27524963767975097,0.27044510364966007,0
-0.8495799341972444,-2.7283072596800273,0.4764228737541887,1.6995357065859715,0.09167030226526172,2.9222676443964053,4.6344902410710995,-3.666048869054161,2.5349697697793556,5.168823387816074,1.2340818309421482,-12.720394308362348,-1.107550002430061,1.1503435921124123,-1.7751305807277067,9.039927819989895,2.6634208994016273,1.1041721912868945,0.23237347486294058,1.2829932569609854,0
-4.08348856076327,2.0213633788849354,-5.328342453313028,1.5349825560058812,0.32834934922663483,0.9043155334844624,-1.9790196943790672,4.559513535357465,3.3855916103767316,2.216349540757859,1.0962584905221178,-0.04534509960392069,2.003935894258599,2.3347699009364957,-4.728028733769735,0.3519595468650447,-1.5334188559967488,0.033716377649352536,1.7703650505119972,0.37050420573757525,0
1.793665587373979,4.224487916805426,-3.7864221461713172,-0.8388390943565531,0.1768347817485954,3.8804321040021326,2.627502643593213,9.096608459709579,1.3498344815075851,-5.5748482308165785,2.7826665419192507,8.924191623776371,-2.733911879338222,0.3530084366911461,1.8458901253706794,-4.061951428418808,1.4656329765078617,-1.7039019022573814,-1.0230735889188112,0.3555503647003757,0
-4.584671351266005,-1.480283914790332,2.9534022680121454,2.707076728915028,1.4285536340534388,4.661427870885776,-0.35538901759642716,-0.7823566217135562,2.300754555249731,2.4129382624421822,6.01815046165199,-3.91557675832222,2.6584655257543863,1.9257916901257919,0.33800553428793645,1.760984078383761,4.205234293751635,1.5400301840360577,2.936308976252708,-0.14619336316672776,0
2.4397475300832676,1.660513037794484,0.5170051801225684,-2.8716565553756324,-0.42005207712963766,2.7690754472795995,4.2419289316210875,1.826034403298979,-1.1455194283879533,-1.4722028358007568,0.35863002521106535,-1.9870529458269781,-2.000551814606519,-4.04700362463347,2.514235911236237,2.7210584462152756,5.29964375450229,1.1476693611713191,-1.4625285612619425,0.500298535051467,0
-1.944999512885503,0.9059981919890546,-0.20201376084638378,1.1995117246622975,0.13080456699112908,1.5403104200166382,-3.512921494104314,1.9134227035775273,1.790614569418958,0.6243269345317112,1.4633851510188145,-1.502797879461949,-0.8923072318100063,2.3259577964129043,-1.1721184806771163,2.1575354487284333,-0.5788295707412403,0.7985351968928366,-0.2566290911080533,0.44008918827002397,0
1.291026079844496,3.129296483151743,0.057966787639673445,4.396667765662589,1.3149941154924822,0.8583212036423011,2.6511973963540303,-8.629516406904077,2.9140440322749113,4.259993756519757,2.302518613302107,-8.372141386415827,0.749209642280415,-1.4743675254631694,-0.08129759858228958,-1.548575256948014,0.995859730908396,0.04509184327793625,2.9255486268034208,-0.34474962677038024,0
1.4980747300829642,-1.6687525808992842,2.795357788606418,3.171324873390833,-2.8147701409189443,-0.01806996773732461,-3.2110377687947897,-3.318300629205351,-1.6967825895555824,0.16576062954277082,1.203326865289404,-9.65863976461048,-0.03053552204385146,-1.3273980279680009,1.8140883369890548,2.7305054684589454,1.8798467804663206,6.086737710765129,-0.06677967852945876,-0.23977158535616327,0
0.24125783520575106,-0.3288562914878268,2.38488104675495,4.193181230655016,2.003189925737407,-0.045589041483078185,-0.4184454199173976,-10.183503560943619,-0.578611600663909,5.129090741918341,-1.0015694524133627,-6.04503788551091,4.833566099563176,0.024105039404096806,-0.5202830037101398,-1.2099794607991545,2.7455578377476595,1.191984988386534,4.943858272054149,2.8420212071617796,0
-0.41901382027660017,1.9028667268744763,1.51265762035356,2.6415573394111447,0.45631229482935615,1.440305892720112,-0.20741975015321257,-3.8101210593072223,1.95249426802938,1.5682928045884559,2.86248908296599,-2.9813933103013346,0.13689792553459113,0.9934235730829866,-0.12195035319994996,-0.21105810693528415,0.11766662636424674,-0.747678253386536,1.6387515606588612,0.9163630674096834,0
-2.967454729627183,0.7698286862197101,-3.312015462898055,-0.9061015171748512,-0.5672521967132998,0.7643521839601131,-0.8555575335851063,3.912119080438181,-0.08251758004925058,2.727043507602916,-0.7531803057084507,5.5159944741311175,2.1560319388552376,2.735001009176287,-3.8151762251107746,-1.778029941214292,2.0512624659989465,-3.089633901847095,2.642446793799789,-1.2836304613497083,0
-1.4012157261210483,2.8904247811643637,-3.3660341750904403,-2.7759039039251885,0.30996491061647086,-0.34131769244406196,0.3701617677387372,1.530967566166567,1.4338975740328423,4.137904788889821,0.4924978712631889,-5.506101397761365,1.1870372542919003,0.6317795390181711,-2.9068543954232817,0.17127460831995822,0.9498214528285178,-0.22130608220647918,3.8078785356768203,-0.4711598804424333,0
